document_name,date,start_page,end_page,content,author,is_vocabulary
The Organized Mind ,2021-12-11 22:52:29,247,247,"An overgrowth of dopaminergic neurons in the frontal lobes leads to autism (characterized by social awkwardness and repetitive behaviors), which mimics frontal lobe damage to some degree. The opposite, a reduction of dopaminergic neurons in the frontal lobes, occurs in Parkinson’s disease and attention defcit disorder (ADD", Daniel J,False
The Organized Mind ,2021-12-11 22:57:04,250,250,"It takes more energy to shift your attention from task to task. It takes less energy to focus. That means that people who organize their time in a way that allows them to focus are not only going to get more done, but they’ll be less tired and less neurochemically depleted after doing it.", Daniel J,False
The Organized Mind ,2021-12-11 23:04:06,255,255,"This principle applies at all scales: If you have something big you want to get done, break it up into chunks—meaningful, implementable, doable chunks. It makes time management much easier; you only need to manage time to get a single chunk done. And there’s neurochemical satisfaction at the completion of each stage", Daniel J,False
The Organized Mind ,2021-12-11 23:09:22,258,258,"The research says that if you have chores to do, put similar chores together. If you’ve collected a bunch of bills to pay, just pay the bills—don’t use that time to make big decisions about whether to move to a smaller house or buy a new car. If you’ve set aside time to clean the house, don’t also use that time to repair your front steps or reorganize your closet. Stay focused and maintain a single attentional set through to completion of a job. Organizing our mental resources eficiently means providing slots in our schedules where we can maintain an attentional set for an extended period. This allows us to get more done and fnish up with more energy.", Daniel J,False
The Organized Mind ,2021-12-11 23:13:19,258,258,"It takes Herculean amounts of discipline to overcome the brain’s bias against selfgenerated motivational systems. Why? Because as with the fundamental attribution error we saw in Chapter 4, we don’t have access to others’ minds, only our own. We are painfully aware of all the fretting and indecision, all the nuances of our internal decision-making process that led us to reach a particular conclusion", Daniel J,False
The Organized Mind ,2021-12-11 23:14:31,261,261,"But how do you know what factors are relevant and what factors aren’t? This is where expertise comes in—in fact, it could be said that what distinguishes experts from novices is that they know what to pay attention to and what to ignore", Daniel J,False
Can’t Hurt Me ,2021-12-12 01:20:23,41,41,"Break out your journal—if you don’t have one, buy one, or start one on your laptop, tablet, or in the notes app on your smart phone—and write them all out in minute detail. Don’t be bland with this assignment. I showed you every piece of my dirty laundry. If you were hurt or are still in harm’s way, tell the story in full. Give your pain shape. Absorb its power, because you are about to fip that shit", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:41:04,66,66,"The ritual was simple. I’d shave my face and scalp every night, get loud, and get real. I set goals, wrote them on PostIt notes, and tagged them to what I now call the Accountability Mirror, because each day I’d hold myself accountable to the goals I’d set", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:43:24,68,68,"If you have worked for thirty years doing the same shit you’ve hated day in and day out because you were afraid to quit and take a risk, you’ve been living like a pussy. Period, point blank. Tell yourself the truth! That you’ve wasted enough time, and that you have other dreams that will", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:43:27,68,68,"If you have worked for thirty years doing the same shit you’ve hated day in and day out because you were afraid to quit and take a risk, you’ve been living like a pussy. Period, point blank. Tell yourself the truth! That you’ve wasted enough time, and that you have other dreams that will take courage to realize, so you don’t die a fucking pussy.", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:44:43,69,69,"You aren’t missing out on opportunities, making shit money, and getting evicted because of America or Donald fucking Trump or because your ancestors were slaves or because some people hate immigrants or Jews or harass women or believe gay people are going to hell. If any of that shit is stopping you from excelling in life, I’ve got some news. You are stopping you!", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:44:58,69,69,"You are giving up instead of getting hard! Tell the truth about the real reasons for your limitations and you will turn that negativity, which is real, into jet fuel. Those", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:45:02,69,69,"You are giving up instead of getting hard! Tell the truth about the real reasons for your limitations and you will turn that negativity, which is real, into jet fuel. Those odds stacked against you will become a damn runway", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:50:42,74,74,"Write all your insecurities, dreams, and goals on Post-Its and tag up your mirror", David Goggins  ,False
Can’t Hurt Me ,2021-12-12 22:51:27,74,74,"Whether it’s a career goal (quit my job, start a business), a lifestyle goal (lose weight, get more active), or an athletic one (run my frst 5K, 10K, or marathon), you need to be truthful with yourself about where you are and the necessary steps it will take to achieve those goals, day by day. Each step, each necessary point of self-improvement, should be written as its own note. That means you have to do some research and break it all down. For example, if you are trying to lose forty pounds, your frst Post-It may be to lose two pounds in the frst week. Once that goal is achieved, remove the note and post the next goal of two to fve pounds until your ultimate goal is realized", David Goggins  ,False
